TechnicalCondition,PassportAgeYears,ResourceType,WaterType,HasFauna,RequiresAttention
3,6.64,2,1,0,True
5,10.09,1,0,1,True
5,12.41,2,0,1,True
4,10.59,0,0,1,True
2,15.00,2,1,1,True
4,5.63,0,1,1,True
5,10.30,2,1,1,True
1,8.25,1,1,0,True
2,11.30,2,0,0,True
1,3.42,1,1,1,True
3,0.03,2,0,0,True
1,12.35,0,0,0,True
2,12.61,0,1,0,True
2,10.09,2,1,1,True
4,8.77,0,1,1,True
5,13.07,0,0,0,True
5,14.57,0,0,0,True
4,0.77,0,0,1,False
3,6.41,2,0,1,True
4,11.97,1,1,0,True
3,5.73,2,0,0,True
1,1.54,1,0,1,True
1,2.82,0,0,0,True
5,2.89,2,1,0,True
2,7.51,0,0,1,True
2,3.29,1,0,1,True
3,11.41,2,1,0,True
5,14.97,1,1,0,True
4,7.20,2,1,1,True
1,11.81,0,0,1,True
2,13.66,1,0,0,True
4,14.84,1,0,1,True
4,1.54,2,0,1,True
5,8.43,0,1,1,True
4,5.76,1,0,0,True
1,3.30,0,0,0,True
1,12.99,2,0,0,True
1,7.54,2,1,0,True
2,12.65,0,1,0,True
3,10.96,0,1,0,True
1,5.35,2,1,0,True
2,11.46,2,0,0,True
3,12.45,1,1,1,True
2,2.14,0,1,0,True
5,4.36,2,1,0,True
1,6.88,1,1,1,True
2,6.36,1,0,0,True
5,12.93,2,0,0,True
4,7.80,0,0,0,True
3,4.69,1,1,1,True
4,5.91,0,0,0,True
2,9.19,2,1,1,True
4,12.68,2,0,1,True
4,9.01,0,0,0,True
3,13.09,0,0,0,True
2,12.37,1,1,1,True
1,11.42,1,1,1,True
4,11.67,2,1,0,True
2,7.84,1,0,1,True
4,9.22,0,0,1,True
4,0.10,0,0,1,False
3,3.29,0,1,1,True
4,9.71,2,1,0,True
1,10.23,1,1,1,True
2,1.76,2,1,1,True
4,11.06,0,1,0,True
2,7.39,0,0,0,True
2,7.82,1,0,1,True
3,2.53,0,1,0,True
1,0.79,0,0,0,True
5,0.91,1,0,0,False
5,10.57,0,1,0,True
1,13.55,1,0,0,True
2,14.25,1,1,0,True
4,13.90,1,0,1,True
5,0.80,1,1,0,False
5,2.87,1,0,0,False
1,9.99,2,0,1,True
3,0.04,2,1,1,True
5,5.45,0,1,0,True
4,11.25,2,0,1,True
2,5.71,2,0,0,True
1,0.12,2,1,1,True
4,4.86,0,0,1,True
3,2.16,0,0,1,True
2,0.11,2,0,1,True
5,0.05,2,1,0,False
4,5.50,2,1,1,True
3,1.39,2,1,0,True
5,9.00,0,0,1,True
1,0.76,1,1,1,True
2,12.91,1,0,1,True
4,12.39,0,0,0,True
1,10.35,1,0,1,True
1,8.36,2,1,0,True
3,14.07,1,1,1,True
5,13.27,1,0,1,True
3,4.43,0,0,1,True
4,12.84,0,1,1,True
2,14.21,0,1,1,True
3,7.17,1,0,1,True
1,12.54,0,0,0,True
5,10.55,0,1,1,True
3,11.26,1,0,1,True
5,11.70,0,1,1,True
5,3.54,0,0,1,False
1,1.58,1,0,0,True
2,7.25,1,1,1,True
4,9.50,1,1,0,True
5,14.62,1,0,1,True
5,6.74,0,0,0,True
3,13.74,2,0,1,True
5,1.58,1,0,0,False
4,4.32,0,1,1,True
3,5.09,0,0,0,True
3,14.49,1,1,1,True
4,0.24,0,1,0,False
3,9.64,0,1,1,True
3,5.05,2,0,0,True
5,14.55,1,0,1,True
4,4.58,2,1,0,True
5,2.92,1,1,1,True
3,2.73,0,0,0,True
4,8.06,2,0,1,True
2,8.50,1,0,1,True
2,5.22,0,1,1,True
1,10.82,0,1,1,True
3,10.97,2,1,1,True
1,10.99,1,0,1,True
2,7.49,1,1,1,True
1,11.09,0,1,1,True
5,7.49,1,0,1,True
1,3.39,1,0,1,True
2,9.46,0,0,0,True
1,14.45,1,1,1,True
1,4.78,0,0,1,True
1,9.57,0,0,1,True
5,11.61,2,1,0,True
4,12.78,1,1,1,True
5,11.00,1,0,1,True
4,1.43,2,0,0,True
3,13.40,2,0,0,True
4,12.81,0,1,0,True
3,2.28,2,0,0,True
4,6.83,2,0,0,True
3,14.30,2,1,1,True
2,12.02,1,0,0,True
4,4.61,1,0,0,True
5,14.49,0,0,1,True
4,6.64,2,0,0,True
5,2.15,1,1,1,True
2,0.39,0,1,1,True
4,5.03,2,1,0,True
2,3.36,1,1,0,True
3,3.12,0,0,1,True
4,2.30,1,1,0,True
4,12.45,1,0,0,True
4,4.71,0,1,1,True
5,2.95,2,1,1,True
2,1.13,2,0,0,True
1,14.61,0,1,1,True
2,13.08,0,0,1,True
3,4.47,0,0,0,True
1,11.72,1,1,0,True
2,9.22,1,0,1,True
4,6.46,1,1,1,True
5,10.70,1,1,0,True
1,7.95,0,0,1,True
1,12.26,2,1,0,True
1,3.63,1,0,1,True
1,0.30,0,0,1,True
2,8.80,1,1,1,True
4,7.26,0,1,1,True
3,13.79,0,0,0,True
2,1.72,0,1,1,True
4,8.42,0,0,0,True
3,14.02,2,1,0,True
5,2.30,0,0,1,False
2,2.91,1,1,1,True
2,2.36,2,1,1,True
1,7.86,2,1,0,True
3,10.37,0,1,0,True
1,7.73,2,0,0,True
3,0.30,1,1,0,True
1,14.90,1,0,1,True
3,13.40,2,0,1,True
1,2.91,2,0,1,True
4,7.18,2,1,1,True
5,2.97,0,1,0,False
2,7.15,0,0,1,True
2,2.03,2,1,0,True
5,13.35,2,0,1,True
1,3.91,0,0,0,True
5,9.04,1,0,0,True
1,8.97,2,0,1,True
3,0.25,1,1,1,True
1,14.07,0,0,1,True
4,10.04,0,0,1,True
4,14.70,1,0,0,True
5,2.06,2,0,1,True
4,12.19,2,0,1,True
2,9.20,1,1,0,True
4,7.96,2,1,1,True
2,12.42,2,0,0,True
5,2.63,1,1,1,True
5,13.68,1,0,1,True
4,2.98,2,0,0,True
2,14.08,2,0,1,True
1,0.54,1,1,1,True
5,9.03,1,1,1,True
2,10.20,2,1,1,True
4,4.87,2,0,0,True
5,12.20,2,1,1,True
1,6.92,1,1,0,True
1,0.29,2,1,0,True
3,11.03,1,0,0,True
2,11.25,0,1,1,True
5,1.70,2,0,1,True
5,5.61,2,1,1,True
5,5.73,0,0,0,True
2,14.61,2,1,0,True
5,10.17,1,0,0,True
2,5.36,2,0,1,True
4,14.70,0,1,1,True
1,9.13,2,0,0,True
1,13.48,0,0,0,True
2,0.54,1,1,0,True
4,9.98,0,0,1,True
2,7.28,1,1,1,True
4,7.76,0,1,1,True
3,5.87,1,1,0,True
4,14.10,2,0,0,True
4,2.65,1,1,0,True
1,0.68,0,0,0,True
2,3.96,0,1,1,True
3,8.60,0,1,1,True
5,14.58,1,1,0,True
4,5.31,1,1,0,True
5,14.65,1,0,1,True
5,3.35,1,1,0,True
1,12.97,0,1,1,True
4,14.81,0,1,1,True
3,6.71,1,0,1,True
3,11.62,0,1,1,True
3,4.36,2,0,1,True
4,4.37,2,1,0,True
2,10.42,2,1,1,True
2,4.82,0,0,1,True
1,6.45,1,1,0,True
5,5.76,0,1,0,True
4,2.62,0,0,1,True
3,12.94,0,0,0,True
5,10.29,2,1,1,True
3,3.85,1,1,0,True
2,13.39,0,0,1,True
3,11.77,0,1,0,True
1,12.74,1,1,1,True
2,14.91,1,1,1,True
4,14.45,2,0,0,True
4,1.35,2,1,0,True
3,2.99,0,1,1,True
4,5.48,1,1,1,True
1,14.83,1,1,0,True
1,9.82,0,1,1,True
1,1.04,2,0,1,True
5,6.62,1,0,0,True
4,4.08,1,0,1,True
5,11.00,0,0,0,True
4,12.00,2,0,1,True
1,11.21,2,0,1,True
3,8.44,1,1,1,True
1,13.79,2,1,0,True
5,14.72,2,1,1,True
4,14.69,2,1,0,True
2,7.61,2,0,0,True
5,10.21,1,1,1,True
5,3.00,2,1,0,True
1,0.14,2,1,1,True
4,7.33,2,1,0,True
4,11.12,0,0,0,True
3,14.11,2,0,1,True
4,1.10,1,0,1,True
1,11.17,2,0,1,True
2,9.55,2,0,0,True
3,1.28,0,1,0,True
1,8.23,2,0,0,True
4,11.60,0,0,0,True
2,4.21,2,0,1,True
1,4.01,0,1,0,True
3,2.96,1,1,1,True
1,14.17,2,1,0,True
5,11.45,0,1,1,True
1,14.17,1,1,0,True
5,2.80,0,1,1,True
4,4.73,1,0,1,True
4,10.81,2,1,0,True
3,10.38,2,1,0,True
3,6.43,1,0,1,True
1,14.60,0,1,0,True
3,8.66,0,0,1,True
3,11.38,2,1,1,True
5,8.46,2,1,1,True
1,13.67,2,0,0,True
3,4.52,1,0,1,True
1,0.48,1,0,0,True
4,7.62,2,1,0,True
1,6.80,1,0,0,True
3,8.16,2,1,0,True
1,4.67,1,0,1,True
3,5.06,2,0,1,True
3,12.72,1,0,1,True
3,3.76,1,1,0,True
4,0.16,2,1,1,True
5,4.13,1,0,0,False
2,11.21,2,0,0,True
5,13.78,1,1,1,True
4,6.64,2,1,0,True
4,1.11,0,1,0,True
4,13.35,1,0,0,True
2,1.20,2,1,1,True
3,2.88,2,1,0,True
1,3.60,0,0,1,True
4,4.64,2,0,1,True
3,6.36,1,0,1,True
3,7.06,1,0,0,True
4,0.28,1,1,1,True
3,0.21,0,0,1,True
3,5.82,0,0,1,True
4,14.87,0,1,0,True
3,4.50,1,0,0,True
3,1.12,0,0,0,True
4,14.03,1,1,1,True
5,5.47,2,0,1,True
3,2.87,2,0,0,True
3,14.79,2,0,0,True
3,2.94,2,0,1,True
5,4.48,2,0,1,True
4,13.40,0,1,1,True
4,1.40,1,0,1,True
5,1.13,2,1,1,True
5,7.35,2,1,0,True
5,8.37,2,0,1,True
2,5.07,2,1,1,True
1,14.88,0,0,1,True
1,3.71,1,1,0,True
5,1.23,1,0,0,False
1,13.50,2,0,1,True
5,9.08,1,0,1,True
2,1.50,0,0,1,True
2,11.95,2,1,1,True
2,1.33,0,0,0,True
5,14.38,0,1,1,True
4,12.82,1,1,0,True
3,0.06,0,0,1,True
2,9.25,1,1,0,True
1,4.92,0,1,0,True
2,11.07,1,0,0,True
2,10.14,1,0,1,True
2,7.15,1,0,0,True
4,1.19,1,1,1,True
1,13.90,2,1,1,True
4,14.43,2,1,1,True
3,4.60,2,0,1,True
1,13.95,0,0,1,True
5,0.83,0,1,0,False
5,8.29,2,1,0,True
1,9.77,0,1,1,True
1,7.39,2,0,1,True
5,7.12,0,1,1,True
3,9.05,0,0,1,True
2,2.75,2,1,1,True
4,9.53,0,0,0,True
4,1.76,0,0,0,True
4,8.90,1,0,1,True
4,3.56,2,1,0,True
5,10.86,2,1,1,True
4,3.49,1,1,1,True
4,6.51,1,1,1,True
4,0.15,0,0,1,False
5,4.18,1,0,0,False
1,14.45,0,1,1,True
2,2.08,1,1,1,True
3,0.59,0,1,0,True
2,12.61,0,0,1,True
2,11.20,0,1,1,True
5,6.89,0,1,1,True
4,0.02,2,1,1,True
5,13.34,0,0,1,True
1,4.79,2,0,0,True
2,11.00,0,1,0,True
2,11.10,1,0,1,True
5,7.21,1,0,0,True
2,3.76,0,0,0,True
1,3.67,0,0,0,True
2,7.43,1,1,1,True
3,10.90,1,0,1,True
2,10.09,2,1,0,True
1,11.15,0,1,0,True
5,14.96,0,1,1,True
4,12.37,0,0,1,True
5,0.38,2,1,1,True
5,1.18,1,0,0,False
1,2.84,0,1,0,True
1,11.34,1,1,0,True
3,9.44,2,0,0,True
3,1.80,2,0,0,True
2,5.50,2,1,1,True
2,6.80,2,0,1,True
1,0.32,1,1,0,True
1,2.64,2,0,0,True
2,7.33,1,1,1,True
1,11.08,0,0,0,True
5,0.55,2,0,0,False
4,2.20,2,0,0,True
3,0.24,2,1,0,True
1,2.17,0,1,1,True
2,7.75,1,0,0,True
3,12.51,2,0,1,True
1,12.09,2,0,1,True
2,14.70,0,0,0,True
1,7.31,1,0,0,True
5,2.29,1,1,1,True
1,9.80,2,1,1,True
4,0.09,0,1,0,False
2,9.41,1,0,0,True
1,1.90,0,1,0,True
4,3.67,2,0,1,True
4,7.88,2,1,0,True
2,9.36,0,1,1,True
3,3.94,0,1,0,True
4,9.61,2,1,1,True
4,6.54,1,1,0,True
4,3.32,1,1,1,True
4,7.08,0,1,1,True
3,5.76,1,0,0,True
4,9.90,0,0,1,True
4,14.89,2,0,0,True
2,3.71,1,0,1,True
5,12.33,0,0,0,True
2,0.06,2,0,0,True
2,10.57,1,1,0,True
3,9.49,1,0,0,True
5,7.93,1,0,0,True
1,2.45,1,0,0,True
3,7.80,0,1,1,True
2,7.40,2,1,1,True
3,5.53,0,1,1,True
5,6.17,2,0,0,True
1,13.10,1,1,0,True
4,14.63,1,0,0,True
1,11.34,2,1,0,True
1,1.74,2,0,1,True
4,3.01,0,0,0,True
3,3.11,0,0,1,True
1,5.11,1,1,0,True
4,4.52,2,0,1,True
3,6.86,0,0,0,True
1,14.44,0,1,0,True
5,8.92,2,1,1,True
3,10.31,0,1,0,True
1,6.32,0,1,0,True
1,5.04,1,1,1,True
3,4.77,0,1,0,True
1,7.85,0,1,1,True
1,14.33,1,1,1,True
1,13.40,0,0,0,True
1,5.34,1,0,1,True
3,13.05,0,1,0,True
1,7.88,1,1,1,True
4,6.13,1,1,1,True
1,5.30,1,0,1,True
4,0.35,0,0,1,False
1,8.93,2,0,0,True
3,4.82,1,0,1,True
4,7.46,0,0,1,True
1,8.18,2,0,0,True
3,2.29,2,0,0,True
1,8.93,2,0,1,True
5,8.88,0,0,0,True
4,12.75,2,0,0,True
3,4.71,0,1,0,True
2,12.67,0,1,1,True
1,0.66,0,0,0,True
4,6.28,2,0,0,True
3,11.26,1,0,0,True
3,4.12,2,1,1,True
1,7.86,0,0,0,True
5,3.93,2,0,0,True
1,7.10,2,1,1,True
3,3.82,2,0,0,True
5,11.45,1,1,0,True
3,8.93,0,0,0,True
4,2.93,0,0,0,True
2,7.48,1,0,0,True
4,11.81,2,1,0,True
1,12.47,1,1,1,True
2,4.86,0,0,1,True
1,13.46,0,0,1,True
4,2.31,2,1,1,True
1,10.52,1,1,1,True
4,12.64,1,0,0,True
1,1.01,2,1,0,True
1,11.60,2,1,0,True
4,5.52,2,0,1,True
4,6.17,2,1,1,True
5,10.44,1,1,1,True
1,9.64,2,1,0,True
4,12.67,0,0,1,True
4,5.44,1,0,1,True
3,4.86,0,1,1,True
3,4.18,1,1,0,True
3,3.10,0,0,1,True
4,1.06,0,1,1,True
5,10.11,2,1,0,True
2,13.43,2,0,0,True
4,8.70,2,1,0,True
3,11.68,2,1,1,True
1,6.80,2,0,0,True
3,9.61,1,0,1,True
5,12.76,0,0,1,True
3,6.79,2,1,1,True
3,12.94,2,0,0,True
1,1.86,0,0,1,True
3,4.08,1,0,1,True
5,10.44,2,1,1,True
5,1.45,0,1,0,False
3,8.88,2,1,0,True
4,5.30,0,1,1,True
5,7.43,0,1,1,True
3,3.53,2,0,1,True
1,9.73,2,1,0,True
4,6.44,2,1,1,True
4,9.61,2,0,0,True
3,2.26,2,0,0,True
5,5.31,0,1,0,True
2,4.53,2,0,1,True
3,0.30,0,1,1,True
4,14.02,1,0,1,True
3,4.69,2,1,1,True
5,0.07,1,1,1,False
1,13.99,0,1,1,True
1,9.00,0,0,1,True
1,10.54,0,0,0,True
5,10.31,1,1,0,True
2,10.26,1,0,0,True
1,13.98,0,0,1,True
2,14.05,0,1,0,True
2,6.25,1,0,0,True
2,8.63,1,1,1,True
2,3.48,1,0,1,True
1,12.78,1,0,1,True
1,11.63,0,0,0,True
5,0.98,1,0,1,False
2,14.63,0,1,1,True
5,8.74,0,0,0,True
2,13.94,1,0,1,True
4,11.14,1,1,0,True
5,1.48,1,0,1,False
3,13.05,1,1,1,True
5,5.96,2,1,0,True
3,14.22,2,1,1,True
1,9.71,0,0,1,True
3,7.63,2,0,1,True
1,12.88,2,1,1,True
5,10.87,2,1,0,True
2,12.39,0,0,0,True
5,3.80,0,0,0,False
2,4.76,0,1,0,True
4,5.50,1,0,1,True
3,11.50,0,1,1,True
2,4.84,0,1,1,True
4,4.63,0,1,0,True
3,0.47,2,1,0,True
5,5.85,1,0,0,True
4,4.23,0,1,1,True
5,6.91,1,0,1,True
4,5.89,1,0,1,True
2,0.69,2,0,1,True
4,9.84,0,1,1,True
4,12.29,0,0,0,True
4,1.18,1,1,1,True
5,7.22,0,0,0,True
5,9.66,1,1,0,True
1,8.64,2,0,1,True
2,0.91,2,0,0,True
3,7.55,0,1,1,True
2,9.52,0,1,0,True
3,9.98,1,0,1,True
4,0.79,1,0,0,True
4,4.96,0,1,0,True
1,12.70,0,0,1,True
5,14.22,0,1,0,True
4,3.27,1,1,1,True
2,13.97,0,0,0,True
3,2.13,0,1,0,True
3,9.27,0,1,1,True
1,4.92,2,0,0,True
5,13.16,2,0,1,True
1,0.69,1,0,0,True
4,1.38,1,1,1,True
2,2.46,2,1,0,True
2,2.12,1,0,1,True
2,4.52,1,0,0,True
4,5.42,1,0,0,True
5,6.84,1,1,1,True
5,6.40,1,0,1,True
2,1.30,1,0,1,True
3,1.42,1,1,1,True
1,8.13,2,1,1,True
5,12.36,2,1,1,True
2,9.57,0,1,0,True
1,12.21,1,0,1,True
1,9.64,2,0,1,True
4,0.41,1,0,1,False
4,13.44,1,0,0,True
4,8.68,0,1,1,True
2,11.87,2,0,1,True
3,13.48,2,1,1,True
4,12.45,2,0,1,True
2,14.28,2,1,1,True
4,12.95,1,0,1,True
5,7.17,2,1,1,True
3,11.00,0,1,1,True
4,12.93,2,0,0,True
1,4.47,2,0,0,True
1,7.29,2,1,0,True
4,2.66,1,0,1,True
2,1.53,2,1,1,True
4,9.68,0,0,0,True
2,7.98,1,1,0,True
3,9.29,0,0,1,True
2,14.48,1,0,0,True
3,3.79,2,0,1,True
4,2.75,1,1,1,True
4,13.82,1,1,0,True
3,12.40,2,0,1,True
2,1.75,1,1,1,True
4,5.75,1,0,1,True
2,13.19,1,0,0,True
4,14.81,0,1,1,True
5,8.49,2,1,1,True
4,3.78,1,0,0,True
4,2.55,1,1,1,True
5,3.19,0,1,0,False
1,6.12,2,1,0,True
2,9.12,1,1,1,True
1,14.71,1,0,1,True
3,11.47,1,1,0,True
3,1.66,0,1,1,True
3,5.16,0,1,1,True
3,14.49,2,0,0,True
2,12.02,1,0,1,True
4,8.96,1,1,0,True
4,4.78,0,1,0,True
5,8.52,2,0,1,True
5,8.10,1,0,1,True
4,0.43,1,1,1,True
2,1.67,1,0,0,True
4,12.21,0,0,1,True
2,10.81,2,1,1,True
4,0.78,0,0,0,False
3,5.63,2,1,1,True
1,10.57,2,1,0,True
4,8.82,1,1,0,True
1,7.37,2,0,1,True
5,2.08,1,0,0,False
2,12.31,1,0,1,True
2,13.95,2,1,0,True
3,11.59,0,1,1,True
1,10.90,1,1,0,True
2,5.03,1,1,1,True
4,14.35,1,0,0,True
3,4.14,2,1,1,True
5,0.30,0,1,1,False
5,5.76,1,0,1,True
5,9.46,1,1,0,True
2,12.39,0,0,0,True
4,3.90,1,1,0,True
1,8.81,0,0,1,True
5,11.70,2,0,1,True
3,5.42,0,1,0,True
2,13.66,0,0,0,True
3,12.30,2,1,1,True
4,5.52,0,1,0,True
3,10.20,2,1,1,True
4,1.41,0,1,1,True
3,13.07,2,1,0,True
2,10.75,1,0,1,True
4,5.23,2,0,1,True
1,8.61,0,1,0,True
4,5.35,0,1,1,True
3,13.75,0,1,0,True
3,12.82,0,0,1,True
5,1.70,2,1,0,True
3,6.21,1,0,0,True
4,10.33,1,0,0,True
5,9.31,2,0,1,True
4,11.91,0,1,1,True
1,0.46,0,1,1,True
4,13.23,0,1,0,True
4,6.94,1,0,0,True
3,4.97,2,0,0,True
3,10.52,0,0,0,True
1,6.85,1,1,1,True
5,1.27,2,0,0,True
5,14.86,0,1,1,True
2,6.50,1,1,0,True
5,14.32,2,0,0,True
5,9.84,1,1,1,True
4,12.85,1,0,0,True
3,4.90,2,1,0,True
3,13.26,0,1,1,True
5,6.77,2,0,1,True
3,11.41,2,1,0,True
3,3.43,0,0,1,True
5,14.13,0,1,0,True
3,3.60,1,1,1,True
1,0.47,2,1,1,True
5,8.04,0,1,1,True
1,11.35,0,0,0,True
1,2.13,2,0,0,True
4,2.93,1,1,1,True
2,14.93,0,1,1,True
5,9.11,1,1,1,True
4,4.68,0,1,1,True
1,5.66,0,1,0,True
2,10.49,2,1,0,True
5,0.64,2,0,0,True
2,5.93,2,1,0,True
4,2.48,1,1,1,True
4,2.28,2,1,1,True
3,12.17,1,1,0,True
2,1.82,1,1,1,True
3,5.50,0,0,0,True
3,0.29,0,0,1,True
5,11.20,0,0,0,True
5,0.12,0,1,1,False
2,9.83,2,1,1,True
1,12.47,0,0,0,True
4,5.84,0,1,1,True
1,1.34,2,0,1,True
5,2.27,0,0,1,False
2,12.64,1,1,0,True
1,8.85,0,0,0,True
1,12.24,2,1,0,True
1,5.75,1,0,1,True
3,0.66,2,0,1,True
1,11.97,2,0,1,True
4,13.02,0,1,0,True
3,14.08,2,1,0,True
5,14.79,2,0,0,True
3,13.60,0,1,0,True
4,11.82,2,1,0,True
1,9.75,0,0,0,True
3,7.51,2,0,1,True
5,8.35,2,1,0,True
5,10.30,1,0,1,True
5,12.98,1,0,1,True
2,12.63,2,0,1,True
5,7.46,1,0,1,True
3,14.73,0,1,1,True
2,14.60,1,1,1,True
1,10.55,2,0,1,True
1,3.41,2,0,0,True
5,10.14,2,0,1,True
2,10.71,2,1,1,True
4,5.33,0,1,1,True
2,6.04,0,0,0,True
5,10.99,2,0,0,True
1,3.13,2,0,1,True
1,13.22,0,1,1,True
4,6.42,2,1,0,True
3,5.67,0,1,0,True
1,5.56,1,1,1,True
5,0.35,1,0,0,False
1,11.93,1,1,1,True
4,10.26,2,1,1,True
2,1.05,0,1,1,True
3,5.28,0,1,1,True
4,3.66,1,0,1,True
3,8.43,2,0,1,True
3,7.91,2,0,0,True
1,1.36,1,1,1,True
4,0.74,0,1,1,True
3,3.43,2,0,0,True
4,6.33,0,0,0,True
5,0.64,1,1,0,False
1,4.63,0,1,1,True
5,1.23,2,1,0,True
2,8.58,2,1,1,True
5,7.12,1,0,0,True
2,13.03,1,0,1,True
5,1.47,2,0,1,True
5,13.97,0,1,0,True
4,12.01,2,0,1,True
2,14.29,1,0,1,True
5,11.35,2,0,0,True
2,7.67,0,0,1,True
4,5.36,2,1,1,True
1,14.28,0,0,1,True
5,14.28,0,1,0,True
1,11.40,0,0,0,True
3,7.92,2,0,1,True
5,8.26,2,1,1,True
1,10.34,0,1,0,True
3,9.94,0,0,1,True
5,6.85,1,0,0,True
1,11.22,0,1,0,True
5,11.70,0,0,0,True
5,3.81,0,1,1,True
5,4.06,1,0,0,False
5,1.90,2,0,0,True
2,5.60,1,1,1,True
1,9.71,1,1,1,True
3,1.62,0,0,0,True
1,5.88,2,0,1,True
4,8.65,0,1,1,True
3,8.84,1,0,0,True
3,3.62,2,0,0,True
5,3.82,1,0,1,False
1,9.41,1,1,0,True
2,2.62,2,1,1,True
4,5.45,0,0,0,True
5,6.34,2,0,1,True
3,9.31,2,1,0,True
3,5.51,1,1,1,True
3,12.99,0,1,1,True
2,14.94,0,1,1,True
5,6.30,0,0,0,True
3,0.17,2,0,0,True
5,6.69,2,0,0,True
2,11.22,2,1,0,True
1,2.50,1,1,1,True
5,11.26,2,1,1,True
2,2.34,2,0,0,True
1,0.53,2,0,1,True
1,12.95,2,1,1,True
2,14.33,1,1,0,True
5,7.07,0,0,0,True
5,14.34,1,0,0,True
4,3.31,0,0,1,True
3,8.72,1,0,1,True
5,3.37,0,1,1,True
3,4.38,2,1,0,True
3,13.93,1,1,1,True
5,14.94,1,1,0,True
4,3.10,0,0,0,True
5,8.06,1,0,0,True
1,14.84,1,1,1,True
1,14.00,0,0,1,True
2,12.89,0,1,1,True
2,0.56,0,1,0,True
5,14.83,2,0,1,True
3,6.58,1,0,0,True
3,4.65,1,1,1,True
2,6.42,1,0,0,True
4,4.79,0,1,1,True
1,1.95,2,1,1,True
1,11.78,0,0,1,True
2,0.12,1,0,0,True
3,10.19,0,1,1,True
4,12.18,2,0,1,True
4,10.59,2,0,0,True
4,8.05,2,1,1,True
1,14.19,1,0,1,True
2,2.27,0,1,0,True
5,1.85,1,0,0,False
4,14.75,0,1,1,True
3,14.24,2,0,1,True
3,12.84,0,0,1,True
2,5.37,0,1,1,True
2,12.73,1,1,0,True
5,10.65,1,1,1,True
5,6.68,0,0,0,True
2,4.09,1,1,0,True
5,10.99,0,1,1,True
4,12.67,0,1,0,True
4,9.55,1,1,0,True
1,8.06,2,0,0,True
3,12.23,0,0,1,True
1,8.07,1,0,1,True
5,1.04,2,1,0,True
3,4.04,0,0,1,True
2,11.40,0,0,1,True
3,5.99,1,1,0,True
3,8.42,0,1,1,True
2,5.76,2,1,1,True
1,8.14,1,1,0,True
2,0.27,0,1,1,True
3,9.37,2,1,1,True
2,3.22,2,1,0,True
5,14.86,2,0,0,True
4,4.99,0,0,0,True
3,9.25,1,0,0,True
5,8.26,1,0,0,True
5,8.38,1,0,1,True
2,4.53,1,1,1,True
2,1.48,2,1,0,True
4,5.73,0,1,0,True
1,1.32,2,0,1,True
1,5.16,2,1,0,True
5,4.90,2,1,1,True
4,11.21,1,0,1,True
3,4.66,0,0,1,True
3,13.69,0,0,0,True
3,0.11,1,1,1,True
1,8.42,2,0,1,True
5,13.51,1,0,0,True
3,10.52,0,1,1,True
2,14.38,1,0,0,True
2,7.44,0,0,0,True
3,11.83,0,0,0,True
3,1.15,1,0,0,True
5,4.41,1,1,1,True
2,14.26,0,1,1,True
1,11.60,0,0,0,True
5,10.83,2,1,1,True
3,7.84,1,1,1,True
1,0.24,2,1,0,True
5,9.08,2,1,1,True
4,9.76,0,0,1,True
5,6.66,0,0,0,True
2,0.70,1,0,0,True
1,4.26,2,0,1,True
5,7.84,1,0,0,True
4,4.39,2,0,0,True
2,2.79,1,1,0,True
5,14.17,1,0,0,True
2,12.81,1,0,0,True
2,5.44,2,1,0,True
1,8.14,0,1,1,True
3,12.08,2,0,1,True
4,4.12,0,0,0,True
5,8.48,0,0,0,True
1,2.24,2,0,0,True
2,7.06,2,0,1,True
2,4.11,1,0,1,True
3,13.85,0,0,1,True
2,13.60,2,1,1,True
2,12.48,1,1,1,True
2,5.48,2,1,0,True
2,7.22,1,1,0,True
3,7.36,2,1,1,True
2,9.34,1,1,1,True
1,5.41,1,1,1,True
5,7.44,2,0,0,True
5,11.81,2,1,0,True
4,10.05,2,1,0,True
1,8.83,0,0,1,True
1,8.93,1,0,1,True
4,3.34,1,1,1,True
2,5.53,1,0,1,True
2,9.72,1,0,0,True
2,3.90,2,0,1,True
5,8.03,2,1,0,True
5,6.04,0,1,1,True
4,2.80,2,0,0,True
1,9.45,2,0,0,True
3,0.15,1,0,0,True
5,7.44,0,0,1,True
3,7.77,0,1,1,True
5,6.41,2,0,0,True
2,1.42,2,1,0,True
3,8.87,1,0,0,True
5,8.53,0,1,1,True
4,9.38,1,1,1,True
4,3.15,0,0,0,True
1,1.08,2,1,0,True
3,1.88,0,1,1,True
4,6.56,0,0,1,True
1,3.09,1,0,1,True
2,7.29,1,0,0,True
1,1.92,0,1,1,True
2,2.79,1,0,0,True
1,11.74,0,0,1,True
4,8.26,1,0,0,True
2,13.88,1,0,0,True
3,8.43,0,0,1,True
5,15.00,1,1,1,True
3,10.87,0,1,0,True
3,13.13,1,0,0,True
4,14.99,2,1,1,True
5,0.62,2,1,1,True
4,13.86,0,1,1,True
5,14.00,1,1,1,True
1,10.05,2,0,1,True
1,7.24,0,1,1,True
4,13.80,1,0,1,True
5,8.42,2,1,1,True
5,0.90,1,0,0,False
5,14.46,0,0,1,True
1,6.68,1,0,1,True
1,1.26,0,0,1,True
3,5.90,0,1,1,True
4,5.59,2,1,1,True
2,9.28,0,1,1,True
